brand,text
Dilly & Carlo,Here we can get Unique clothes to reasonable prices. They have clothes with American cuts. The friendly staff and location of the store are easier to navigate. 1
Dilly & Carlo,"This place having some good clothing collection for mens, but there is no 2xL/xxl sizes coloths from those collections."
Dilly & Carlo,In love with their linen and batik wears ❤️ Good quality materials and beautiful designs. Has parking facilities. Welcoming and friendly staff. One of the best places for shopping in Colombo. Ray D
Dilly & Carlo,My kind of place to buy clothes where they make only few qty in each designs. Further designs get updated as well. Recommend for any person with an eye for fashion. Sankha
Dilly & Carlo,Great collection of clothing wear from boys to gentleman...
Dilly & Carlo,"This was my first visit and I'm quite impressed by the variety of clothing/household items and the quality of the products. I usually buy different brands of shirts, so it was surprising to see good shirts here. I bought a shirt that fit well, and felt good to wear (the material). I'd probably buy more later. They do have a good batik collection and some household items, which would be great for gifts too. They are moderately priced, not cheap (batiks), but I think they are relatively moderate. There's parking for a few cars too!"
Dilly & Carlo,A great selection of linen clothes and silk batik dresses and lehengas. Highly recommended.
Dilly & Carlo,"Very kind staff. Nilanthi was very usfull, good advise, kind. The clothes and design are very beautiful and the shop is well set. Highly recommend a visit to this bea shop and staff 1 champika fernando"
Dilly & Carlo,"Nice elegant clothes. Silk clothes are expensive, but they look stunning Mrs. . . 1"
Emerald,Superb quality. Highly recommended. But haven’t good design collection.
Emerald,"Visited today and bought some shirts. Good collection of shirts available here. But customer service is bit low as I noticed today. When I was entering, the shop is empty but no one came and ask me anything but I had to call someone and asked. I feel the customer service is also should be in a best quality as their goods. I hope this feedback will help Emerald to improve their customer service. Cheers"
Emerald,"Loved the store. Such a huge variety to choose from. Pants, shorts, socks, casual t shirts , formal shirts, ties, cufflinks and tie pins, underwear. even perfume! I will never shop anywhere else for men other than at the store. Very helpful staff. Safni Ahmed"
Emerald,"I visited on a rainy day, completely soaked, but that didn't stop me from shopping. The staff were patient and helpful, offering great customer service throughout my visit. They had a nice collection of shirts, trousers, and T-shirts, and I appreciated having the freedom to choose and try on whatever I liked. Even though the weather was bad, I was really happy I decided to shop there. Ushani Muthumudali"
Emerald,Tilosh went out of the way and helped us in selecting our shirts at the Pelawatte flagship store. Kudos to the team Keep up the good work. Suhail Ahamed Sameem
Emerald,All emerald mens wear collations under one roof Variety of designs Friendly environment 😌 Parking available easy to access Rahmath Farook Rahmath Farook Rahmath Farook Rahmath Farook Rahmath Farook  shehani palliyawatte
Emerald,I had a good experience at the Emerald Battaramulla Branch. Mr. Sandeepa really helped me to select a shirt for my father. He did his job very well and his customer service was exceptional. Highly recommend and a good place to visit. Samagra w
Emerald,pleace good and most of best sales person assist help with that for choose design . that time no busy parking space free . sometimes given card offers its update social pages but not display front door .  AnuraKumara vertual
Emerald,Honestly this place didn't meet any expectations of a flagship store. They actually had less stocks than a reasonable clothing store. Also there is very little assistance in finding items. Ruwanthi Ananda
Emerald,"Good service, can be crowded during season. Good selection of men's wear. They have a t shirt collection for teens and kids as well. Navin Perera (Travel Review SL)"
Emerald,"Good range of men's office and casual wear, and they also have a kids collection. Helpful staff and storefront parking available. Conveniently located in Battaramulla (Battaramulla-Pannipitiya Road). Lahiru Madushanka"
Emerald,"Excellent collection, More if u ara a plus size and looking for comfort or regular fit Washim Jiffry"
Emerald,No much collections were there. Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Gayendra Laksri Wiki Wickramarathna
Emerald,"A well maintained store with helpful staff. However, being the flagship store, their shirt options and variety are very limited. Dilan Wijesooriya"
Emerald,"Friendly, supportive staff, Good customer service point.👍 Good collections of dresses.  Chathuri Dilthara  review"
Emerald,"The Emerald is one of the best quality brands of Gentleman's clothes 👌 and has Friendly customer service😍, Reasonable Prices with a lot of variety........  Thilak Meddepola"
Emerald,All in one place for branded shirts & trousers. Good customer service point.👍  Anuruddha Karunaratne
Emerald,"Newly opened Emerald flagship store. Contains a variety of mens clothing. Nice collection of Shirts, ties and belts.  Thaahir Jaldin"
Emerald,great place for men’s clothing + accessories S M
Emerald,"Nice range of selection of menswear, friendly staff  Shehan Weerakkody"
Emerald,"Quality clothing. But, please correct the Map Location soon.  Tharindu Dilshan"
Emerald,"Very helpful and friendly, good collection also  Suranga Galwatta"
Emerald,"Smart dresses, friendly service.  Thamalaka Jayasinghe"
Emerald,Good collection. Sampath Ranaweera
Emerald,Limited selection of formal pants. Rajitha Dissanayake
Emerald,New Best place to shop for high quality & stylish men's wear 👌 Superb customer service 🤩 Christina M
Emerald,New Love the new concept! Looking forward to the new collections shyamal praveen
Emerald,"Brought  pairs of short sleeves shirts ( cm). The shirts priced fairly reasonable however, some of the stock are quite old so be vigilant. One of the shirt which I adore the most has burnt crease. Staff minded their own work and didn't bother us at all we took our time in selecting. The place is pretty basic, no A/C nor accepting card payments. The outlet is near Elvitgala Mw, about  m away from the Kirimandala Mw junction. Finding a good parking spot maybe challenging fortunately we went around .pm on a Sunday (hardly anyone on road). DThiral A  Chamara Nanayakkarawasam"
Emerald,"This is a good place if you are looking for a quality shirt for a bargain price. Obviously, the products are not in the best of the condition but they are well worth the price tag. They have a limited range of products and sizes. The sales person is super helpful and polite. You can brows through the available options as much as you like. It recommend that you check the products carefully and read the tags before making a purchase. Some of the tags contain information about the defects in the product. All in all, it is a good place to visit while you are shopping for shirts. jayali gunawardena"
Emerald,"You can buy good formal shirts and trousers from this store for half price what they are sold in other retail shops. Most of the cloths here are returned shipments as I know and some of them are completely new good once (unable to figure what is what). Some shirts has small issues like minor patches or tread/button issues which can be identified if you check properly before buying. Prices of shirt as of review are emerald shirts rs. other branded shirts rs.(Leonardo, crocodile)  Suvil jayaswin"
Emerald,Really good place to buy formal as well as casual shirts and trousers. Cashier is really helpful too. Highly recommended ! Dhanushka Jayalath
Emerald,Various brands of gents' shirts and trousers are available for really reasonable prices. Kudos to the smart cashier.  Pattani Muhandiramlage Mohamed Hassan Ali
Emerald,THE BEST PLACE TO BUY BRANDED SHIRT FOR LOWEST PRICE Sanka Dissanayake
Emerald,Can buy shirt's for discounted price. Very less quantity available.  Kusal Perera
Emerald,It always a lovely place with good collection of shirts NEIL KARUNARATNE
Emerald,Best place to buy office shirts for men Chinthaka Herath
Emerald,Not much of a collection. Outdated. sujeewa ilangamge
Emerald,Quality shirts at affordable prices  Chathura Deshai
Emerald,Good collection at affordable price 👌  Janaka Pushpakumara
Emerald,"Very disappointing delivery schedule. Even though I have made the order and the payment they some how cancelled it and without any explanation , given reason. Try had to contact them few times but they aren't very responsive either. Somehow after few days they have found my order had no issue and even though one of their agent confirmed the payment received via email the same day I ordered, their excuse was that there was an issue with the payment. Still waiting for the delivery, been days already, very disappointing customer service, never buying anything from them.  Nisma Fahim"
Emerald,"Very disappointing delivery schedule. I placed an order for next day delivery, despite being within Colombo - and the next day being a working day, as per their conditions for next day delivery. I never received it the next day even after calling them twice and they confirming me that I will receive it within the expected day. Never trust them with their delivery dates and what they say especially the next day delivery if you want your package delivered to celebrate any occasion of your loved ones coz you will be disappointed and go empty hand like what happened to me! Hopeless..  Ayesh fdo"
Emerald,"I just received my order. They have delivered me damaged products when i call the customer service and i told them that i have placed an order, they just switch calls in a blink without even responding and the other party doesn't even answer. now i have taken more then  calls to contact with them, i have still got no response. The clothing product quality is good but for online orders and services, i don't recommend EMERALD to you, you will BE DISAPPOINTED ❌❌. CUSTOMER SERVICE IS WORST❌❌  T San"
Emerald,This company is ignoring public complaints about the noise they make throughout the day. They are so selfish and not thinking about the people who live nearby. Very sad to say that we experience such bad qualities of emerald management.
Emerald,"Good Quality A Grade Clothing, at a very affordable price, Styles and Designs to suit everyone's needs.  Pattani Muhandiramlage Mohamed Hassan Ali"
Emerald,Acestral Home for Mens Fashion Makings Sampath Guneratne
Emerald,Apprel industry. Famouse shirt brand in sri lanka and world wide.  Udara Basnayaka
Emerald,The best shirt manufacture in Sri Lanka  Dananja Nuwan Weerasinghe
Emerald,One of best shirt producer in sri lanka Rinas MSR
Emerald,good place for taking men's clothes ifzal cader
Emerald,Specialized with good and nice clothing for men...  Ishi Bhoi
Emerald,Best ever shirts for men  Meththa Thyagika
Emerald,Good quality clothes for men Sampath Srinath
Emerald,"""The shirt between the shirts"" has a meaning. Priyal fernando"
Emerald,Good quality clothing  Sarath Wijesena
Emerald,Best shirts for wearing C Ratnayeke
Emerald,Best shirts in emerald . Thiwanka ashen
Emerald,Sri Lanka's number one shirt brand has been winning for decades and is a pioneer in providing high quality clothing to the customer. Translated by Google·See original (Sinhala) roshan kumara
Emerald,"Visited today to see if they have the regular collection. They don't. They have only shirts. Shirts are sold at , LKR each and seema highly discounted. Location and parking facility is good. Menaka siriwardana"
Emerald,Sri Lanka’s no  shirt brand Viran
Emerald,"Recommended if you are particularly looking for nice shirts,pants and ties *Very limited tees collection though. And the store ain't that spacious but well stocked. Also loved the service,it's hassle free and cool. Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed  Saajid Malhardeen"
Emerald,Great place to buy shirts. Have different brands specially Emerald and Crocodile. Friendly staff. Convenient Parking. Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Hemal Wickramasinghe
Emerald,"My go to place for work pants and casual shirts. They have a range of clothing items from work shirts and pants, casual pants, shirts and tshirts, ties, belts and cufflinks. Just a note that their Liberty Plaza outlet is closed. Hemal Wickramasinghe Rishana Nooman"
Emerald,Good service and quality products. Staff is friendly and they deliver as promised. Genuine products. They have a very good collection Rishana Nooman Shanan Ilen
Emerald,"Small Store, But Good Stuffs, Branded Clothes, Reasonable prices, Nice and Friendly Staff.. Shanan Ilen Shanan Ilen Shanan Ilen"
Emerald,"One of the good places to buy shirts for men. Visited yesterday, they moved to a new store. Now its located in front of the old store at Bamba. Have verity of designs of shirts. Office and casual wear. They have Emerald and Crocodile brand shirts, Tshirts, inner wear and trousers. . Angela E. Seneviratne"
Emerald,"Lovely t-shirts and linen shirts for Men, fell in love with their round neck cotton t shirts and linen shirts! Emerald and Leonardo are their brands and they have a new floral range for men. I got vouchers for a gift, plastic cards in denominations, cool idea ,don't you think. Arshad Muhammed"
Emerald,Products are good. But the sales people are one of the most unmoving I have seen anywhere -even though it’s more or less the same case in all the SWX stores. It gives the impression that the management doesn’t treat the staff enough so they are not bothered about the sales. Or they are not the staff at all but sons and relatives of the owner. Ralph Fernando
Emerald,A perfect place for shirts! Various designs for corporate & casual wear. The staff is very polite and supportive. The showroom is little congested due to its limited space but still the shirt selection will make you satisfied despite the congestion. Mohamed Nazar Mohideen
Emerald,Excellent collection and friendly staff Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen S Neerajan
Emerald,"They have excellent collection of formal wear for men. They have shirt brands such as Emerald, Crocodile, and Array. The store is medium size, nevertheless the place is neatly layed out. They have fit on rooms as well. They prices are almost comparable to other shops in the Colombo. The service is really good, they have genie payment method as well. The parking space is limited tough,  cars can be parked. Overall a good men's clothing store situated in Colombo.  Nuran Madhubhasha"
Emerald,Definitely one scene year I visit here. Because I buy all of my office shirts from here. Specially they have two brands  emerald second crocodile. I go with the grand emerald because they fit to my size. When I went there this year it was an amazing feeling. Because their staff is so helpful. I don't know in you that I was going to buy a lot anyways there was that guy he was helping us for more than  hours. Without him we could not find some colours. Osho after buying some trousers they were small problem with the length and they did its adjustments for me.  Samuel Poologasingam
Emerald,Good variety of products. Good brands. Reasonable price. New shirt stiching is available. Starts from k. They will finish in days. Pasindu Senevirathne
Emerald,Nice place to do shopping. There is a good collection of shirts here with range of colours. But no such collection of TShirts. Shirt prices are reasonable while T Shirts prices are bit higher. Dinil Samarasinha
Emerald,"Great selection of high-quality mens office wear. It was a bit expensive, but it was worth the price. Usman Nizam"
Emerald,Wide selection of menswear and accessories. Has been the go-to-place for formal wear for almost a decade! Excellent customer service too! Keep it up guys Imaz Hameed
Emerald,"Such a good place for office wear, unique designs that look elegant and rich. Rifqi"
Emerald,"Shirt 👔 works, works for you 👍 Good staff and well attentive 👨‍💼 Pricing slightly expensive but good quality ✅ Accept both Cash 💵and card 💳 ✅ Recommend for all types men's wear 👕 🎽👖🩲👔✅ Dedicated parking 🅿️ available or roadside 🛣️ parking car ✅ Jay Jay"
Emerald,Highly recommended for the men's wear high quality branded clothes and staffs also very friendly and helpful. Lahiru Madushanka
Emerald,"If u are finding, regular or comfort fit shirts this is the place. Only place I could find a decent collection of . and  collur size regular snd comfor fit shirts Mohammed Zamly"
Emerald,"They have good collections, but customer service very poor Lonappan Rajiv"
Emerald,They have boys shirts age  to  years old also Heshitha Perera
Emerald,All kind of Emerald brand mens wear available here Anuradha Wishmantha
Emerald,Really good collection. Above average prices. Staff is friendly except for the bald guy at the cashier.  Pattani Muhandiramlage Mohamed Hassan Ali
Emerald,"Better place to buy, high quality men's wear Adventure world"
Emerald,recommended place for emerald shirt lovers. i visit many times here. special for shirts. easy to find the shop. good service. Ridha Al Ayad
Emerald,Good selection of shirts Prices are a bit on the high end.. Staff not too helpful but they have good shirts Delaksan Sritharan
Emerald,The best shop for buying shirts. The clothes are high quality. I will recommend this shop.now they were giving discounts for frimi Prabhat Sahu
Emerald,A really good collection of ties available. Parking is available in front of the shop. Sadeepa Palliyaguru
Emerald,Great collection of shirts and spacious parking. Good place. Staff was helpful. alredz pereira
Emerald,One of the best places to buy shirts. Expensive but worth the money that you're putting in. Naveen Lekamge
Emerald,Customer service was not up to the expected level... Eventhough they have a hudge collection the items are not very attractive or great.. Richard Fernando
Emerald,Good place for menswear. Large collection but less variety for extra length shirts Prem Durairaj
Emerald,Good collection of Shirts available Some old non moving types also available Vishma Kasun
Emerald,Good for office wear. They do have nice collection of shirts  Kasun Ranasinghe
Emerald,Have a good collection of shirts for men. They have only a limited collection of trousers though.  R.j ldh
Emerald,A nice shop for gents clothes. I gave one star less coz they dont have a tailor for altration Irantha Jayasekara
Emerald,Good collection of clothes and reasonable price. Friendly staff and have trial rooms. Kiara Achini Wijesekara
Emerald,Quality men's wear available here. Good offers. Prathap Manoharan
Emerald,"Best collection, variety of shirts can purchase reasonable prices Faraz Farook"
Emerald,"Need to get all size of shirt ,ther collection for big size is very limited Manoj Wickramarathne"
Emerald,Poor quality shirts. Brand name is on. But cant be branded ones. Can wear only for months. Naresh Pieris
Emerald,Great range of Shirts to choose from and good quality as well Malintha Shanaka Goonawardane
Emerald,Good place to buy shirts but staff efficiency is loe  Chathura Weerasinghe
Emerald,Its a nice place specially for formal wears. Nandana Lankathilaka
Emerald,Elegant collection. friendly service by staff n all under oneroof..👍  A S Thivyan
Emerald,Best for official and casual shirt collection 🙌 Malik Ahmed
Emerald,SWX have Wonderful Men’s office dress collections Jilan Perera
Emerald,Best place to get Lacoste apparels for men. Highly recommended. Selwyn Arnold
Emerald,Fairly good collection of clothes fairly ok pricing Mohomed Miflal
Emerald,Somehow good You can find collections of shirts Aravinthan Thirunavukkarasu
Emerald,Good quality office shirt can buy form here. Dinesh Chandra Kumara
Emerald,"A great place to buy shirts, formal and casual. Sivanantha Kumaraguru"
Emerald,Nice collection of mens office and casual wear. Yasithan
Emerald,A good place to buy formal and casual shirts Kaartik Goyal
Emerald,Good quality menswear but price is high  rumesh siriwardena
Emerald,Great service. They alter trousers for free.  Nuwan Jayasekara
Emerald,Expensive shirts by Emerald. Good selection of shirts for all occasions. menol lakshan
Emerald,Have good shirt and trousers collection for men  Madhujith Jayasinghe
Emerald,"If you wanna buy latest emerald shirts, here's the place. MANTHI WEERASEKERA"
Emerald,Excellent out let for gents wear Darshana Chamal Assella
Emerald,There don't have good collection and staff is not helpful Theepan Pratheepan
Emerald,Good choice for men's wear J M
Emerald,Good shirts and amazing service Asela
Emerald,Good collection. Helpful staff Kanishka Jayalath
Emerald,Super fit on crocodile branded shirts Anton Joseph
Emerald,Have a wide variety of men's clothing Ratnarajah Rakulan
Emerald,Best for formal shirts Lashan Perera
Emerald,Formal office wear shirts Thushara
Emerald,Great collection of shirts! Madushan De Fonseka
Emerald,High price less collection  Nimal Victoria
Emerald,Nice shirts B Shankar
Emerald,For branded shirt lovers  Lasitha Pathirana
FOA,"The color stays vibrant even after multiple washes, a real wardrobe staple."
FOA,"Perfect for layering, it works well in a variety of weather conditions."
FOA,A sporty design that’s functional and trendy at the same time.
FOA,"I had a great experience at F O A one galle face. They have a stylish selection and the quality of the clothing is impressive. The staff was friendly , though I wish they had more sizes available in some items. Overall, a solid place to shop, and I'll definitely be back! Nishad Shihar"
FOA,if your ever looking for the best quality shoes just shop at FOA you will never regret! ❤️✨
FOA,Excellent for active lifestyles with a design that moves with you.
FOA,"The zippers break easily and frequently get stuck, which is very frustrating."
FOA,They fit true to size and provide instant comfort out of the box.
FOA,"I sincerely apologize for the inconvenience and the issues you've faced with your recent order. We’ve had an unusually high volume of orders during our birthday sale, and in rare cases like yours, if multiple customers checked out around the same time, the product may have gone out of stock before your order was processed. That said, I completely understand your frustration with the delay and lack of communication, and we are truly sorry for the trouble caused. To resolve this issue as soon as possible, please contact Shenal Wickremasinghe directly on Saturday at (077)4170. He will make sure your concern is addressed promptly. Once again, we deeply regret the inconvenience caused and appreciate your understanding. sithmi ranasinghe"
FOA,"The fabric feels premium and fits true to size, ensuring a comfortable wear all day."
FOA,Good service by Shihan. Highly recommend clothing brand.
FOA,"he seams are well-constructed, ensuring long-lasting durability."
FOA,It holds its shape beautifully even when fully packed.
FOA,"The graphic design on this tee is bold and artistic, instantly elevating its appeal."
FOA,A reliable pair that boosts my confidence in any setting.
FOA,The customer service was top notch and the staff were extremely helpful in selecting shoes. Recommend the store to anyone thinking about getting shoes or athletics gear from here !
FOA,The shoes feel too stiff and uncomfortable during extended wear.
FOA,"Just bought a T-shirt and I love it. It’s very stylish and comfortable! The staff are very friendly and I’m glad that the store has KOKO, Mintpay and Payzy payment options."
FOA,"The material is too thin, providing minimal warmth on cooler days."
FOA,"I appreciate the practical design of this duffle bag, it’s ideal for gym sessions and travel."
FOA,"Excellent craftsmanship is evident in the strong, reliable stitching."
FOA,I’m impressed by the creative print details that add an extra touch of personality.
FOA,Spacious pockets make it practical as well as trendy.
FOA,5 stars! Great quality of clothes for women and men. Great store!roshali shiranthi528
FOA,The oversized style ended up looking too baggy and unflattering on my frame.
FOA,"I recently had the pleasure of experiencing exceptional customer service from FOA Clothing Store, and I felt compelled to share my positive feedback. I initially ordered the wrong size, and upon realizing my mistake, I contacted FOA’s customer service department for assistance. The customer service agent (Shenal wickremasinghe) I spoke with was incredibly helpful and understanding. He efficiently processed my return and promptly arranged for the correct size to be sent to me. I was pleasantly surprised to receive the correct size within a day of contacting FOA’s customer service agent (Shenal wickremasinghe). His quick response and dedication to resolving my issue exceeded my expectations. Thanks to the outstanding assistance provided by FOA’s customer service, I am now a satisfied customer. I highly commend FOA Clothing Store for their commitment to excellent service and customer satisfaction."
FOA,"Recently I online shopped here and their customer service was excellent and beyond the satisfaction. ngl this is the first time i shopped here and i was in a bit of a rush to buy some clothes, Shenal from FOA helped me throughout the order collection processes and he didn't even hesitate to offer the help. also i'm really satisfied with their customer service and ngl the clothings i bought are very comfy and worthy for the money spent. Again thanks Shenal and the FOA crew for the speechless customer service."
FOA,Qulity and branded t T-shirts available
FOA,Everything farmost good bought a FOA bag from the OGF outlet. There werestaff one of them was super customer friendly he guided me and got the best of the bags the other fellow .Doesnt seem to smile at all and myself thanked him but guy just turned his head . OGF outlet is a high end customers comes Give a kind reminder for the cashier how to move with customers .
FOA,A go-to hoodie that delivers comfort without compromising on style.
FOA,The soft fabric prevents chafing even on the hottest days.
FOA,I visited the shop at OGF to purchase some dresses and there was a kind person who assisted us with finding dresses. He was very helpful and very supportive. He introduced himself as Sathees. Thank you very much and keep it up.
FOA,"The relaxed, oversized fit is ideal for a trendy"
FOA,"I love the quality, breathable fabric with a perfect blend of comfort and durability."
FOA,Poor quality of clothing and poor customer service. I ordered this online and the stitching at the bottom is clearly skewed. I reached out to them and requested for an exchange and they weren't helpful all.
FOA,"FOA’S CUSTOMER SERVICE IS A NIGHTMARE!! Customer service is really bad. Bought shoes from the birthday sale and the size didn’t fit. Wanted to exchange and my calls were constantly hanged up and when you they pick up they weather its for the birthday sale and they say delivery time takes bla bla without me even asking for it. First teach your customer service people to learn what are the basics of customer service. We are paying for this, you are not handing this over to us for free. After few calls they said that they can replace this, they gave me a whatsapp number and I contacted him/her. That number was offline untilpm and they never saw or replied to my text. I called back customer service number and they said they can’t help someone reach out to that person only you can help you. Now it is my duty to search for that person and process my replacement? LOKUWATA KIYANAWA PREMIUM BRAND KIYALA. NEVER gonna buy anything from this place who treats customers like this. Not evenstar deserving!! will definitely post my experience in TikTok."
FOA,"The lightweight, breathable fabric is ideal for hot weather."
FOA,Overall quality falls short of expectations given the high price point.
FOA,"I’m very disappointed with F.O.A Clothing. I ordered a grey tee from their birthday sale but received a blue one instead. Despite reaching out multiple times via social media and email, I haven’t received any response or resolution. This experience has been extremely frustrating and has left me questioning their customer service. I hope they improve their communication and resolve issues more effectively in the future.Theekshana Athukorala Arrachi"
FOA,"Bought a pair of shoes online since they looked good and comfortable to the picture, but realized otherwise after receiving the pair. Shoes are not comfortable and are very bad quality. I know the price is bit cheap but still not worth buying. The customer service is really bad. It tookdays to receive the package and during that time I tried to contact the store through emails and through provided telephone numbers but they never responded to any of those. I understand that there might be a delay with the delivery due to huge amount of orders but at least they could have responded to the calls/emails."
FOA,The premium material feels soft and luxurious against the skin.
FOA,"The simple, classic design makes them a timeless wardrobe essential."
FOA,Not worth the money. Their clothes are not sewn properly. Threads are left everywhere..
FOA,Shallow pockets offer little storage and practicality.
FOA,"The t-shirt shrank after the first wash, losing its original fit."
FOA,"Satisfied with the products, I had to exchange the slippers since the size was small , next day it self i got the other size and exchange process was very smooth and easy. Customer support was very good"
FOA,The hood provides excellent warmth without feeling too bulky.
FOA,They feel restrictive and uncomfortable during extended wear.
FOA,Friendly customer service and I ordered a t T-shirt the order was prepared as soon as I said. Thanks for the service Mr. Shenal🙌🏻
FOA,"I am absolutely impressed with FOA clothing! Trendy outfits, prompt delivery, and top-notch customer care. Kudos to the dedicated one, Mr.Shenal Wickramasinghe who went above and beyond to make sure my order was perfect according to my special request. :)"
FOA,I found the cap just as I was looking for. The pattern on this T-shirt is beautiful ✌️ Thankyou F.O.A. ❤️
FOA,"The joggers are too loose, resulting in a baggy look."
FOA,"The bag feels too bulky, making it uncomfortable for long periods of carry."
FOA,"The color started fading after only a few uses, diminishing their appeal."
FOA,"Stylish and lightweight, this crossbody bag offers a hands-free experience."
FOA,High-quality finish and attention to detail make this bag stand out.
FOA,A relaxed and flattering cut that pairs effortlessly with any casual outfit.
FOA,"A perfect blend of comfort, style, and practicality."
FOA,Good place colombo best clothing shop new design and unique style comfortable place Janith Malishka
FOA,"Very poor customer service i orderedtT-shirts onth of November and still i have not got any emails to collect my orders and when i try to contact them they are not answering the calls no reply to my messages in Insta too and they say that all orders are dispatched in their insta stories totally disappointed with the service, They said that it will take mindays to get the order only after placing the order if they would have said that earlier i would have never placed the order.If you cant provide a good service or answer the calls please dont promote your business🤦🏾"
FOA,"Worst customer service ever-Never order from them again!!!! I ordered a crew neck T-shirt and joggers from FOA on August,, and as of September,, I still haven’t received any notification that my order is ready for pickup. I chose store pickup specifically because I’ve heard about their delays, but this has been excessive. After several attempts to contact customer service, I was initially met with silence, and when I finally got through, they told me my order would be ready by Friday. Now, their contact numbers are unavailable. My cousin had a similar experience, waitingdays for her order, and they even pressured her to remove her negative review after she finally received it. It’s unacceptable for a brand to take overdays to prepare an order, especially when other retailers manage to fulfill orders much quicker. FOA claimed they were overwhelmed with orders, but that doesn’t excuse such poor service. When I called to cancel my order, their response was dismissive, reflecting a lack of concern for customer satisfaction. I strongly advise against ordering from FOA. They present themselves as a premium brand but fail to deliver on that promise. Save yourself the hassle and choose a more reliable retailer.Asma Asma"
FOA,"Hi, I have received superb service and excellent clothes from F.O.A. I mistakenly ordered the wrong size, but without further questions, I received the correct one, even though it was my mistake. This is the superb service I have ever received from Shenal Wickramasinghe. I highly recommend their excellent service and goods."
FOA,A high quality pair of shorts that marries comfort with style.
FOA,Good stuff and amazing customer service! Loving the black crossbody bag
FOA,"I recently placed an order (Shoe) during the Augustst sale, and the experience has been incredibly frustrating. You advertise yourselves as a “reputed business” that “values its customers,” but based on my experience, but guess what that’s a complete joke. I paid in full, and was promised it would be ready for pickup within few days. Guess what? No product, no updates, and absolutely no proper communication and its beendays now. I’ve sent multiple emails, all of which have been completely ignored. I’ve called three times, only to hear the same pathetic excuse about being overwhelmed with orders. That’s not my problem. If you’re going to run a sale, you better be able to handle the volume, period. A so-called “reputed” business wouldn’t drop the ball like this. And today, I was lied to again by your customer service rep who swore I’d get an email update by within couple minutes. And, shocker, no email. This is completely unacceptable and shows that your company either doesn’t know what it’s doing or doesn’t give a damn about its customers. If this is what you mean by “valuing customers,” then I’ll be thinking long and hard about ever doing business with you again. I want my order ready immediately—no more excuses—or I’ll escalate this further. I also expect an explanation for this disgraceful service. You seriously need to reevaluate what being a “reputed business” means, because right now, your reputation is circling the drain. *********Don't be like the politicians the business will die soon if you guys doesn't give a damn about us**************"
FOA,"The elastic waistband provides a secure, comfortable fit throughout the day."
FOA,I ordered a pair of cream cargo pants from foa and was in a hurry to get it so I asked a worker named shenal from foa on how to get it down to my university and he helped me pick the perfect pants and he delivered it to my university.has such a lovely interaction with the store and the worker I will definitely purchase again from foa.🔥🔥
FOA,Great dress and good material
FOA,I bought a pair of shoes online and it did ship to me in quickly. Bit when i got the package the shoes had some mold/fungus. When i email about it they didn't even respond to it and when i try to contact them they didn't answer the phones as wel. Very bad customer service and really disappointed.. did not expect these kind of service from F.O.A
FOA,"This t-shirt is super soft and fits like a dream, making it a daily favorite."
FOA,The best place to make your look more attractive and the prices of the clothes are simply affordable.And yeah you can grab some uncommon clothes and those are pretty awesome 💫
FOA,"A true standout, this oversized tee combines comfort with a fashion-forward design."
FOA,"The fabric remains soft and comfortable, wear after wear."
FOA,Shallow pockets offer little practicality.
FOA,"This duffle bag is spacious and rugged, making it perfect for weekend trips."
FOA,The sole provides exceptional grip and stability on different surfaces.
FOA,Vibrant colors combined with quality stitching make these a standout pair.
FOA,Yesterday I brought a side bag good quality great customer care tnx foa clothing shwetha fernando
FOA,The intricate design elements make this t-shirt a conversation starter wherever you go.
FOA,Speaking about this brand its a really cool full sri lankn brand🔥i have been usin their products for so long time its been really comfy and really cool fits specially shorts😎 and talking about the service at the store is really awesome really helpful. No second thoughts. Special thanks to rashad whos handling the store he gave a super support..
FOA,I appreciate the thoughtful design details that enhance its overall appeal.
FOA,"I love the tapered design that gives a modern, athletic look."
FOA,This oversized tee makes a bold statement while remaining extremely comfortable.
FOA,Totally disappointed their customer service. they don't know how to treat to their customers. we're not going buy clothes free of charge 😂. Worst customer services ever. Not only enough their brand quality.
FOA,"I’m very disappointed with my recent experience with FOA Clothing. I ordered a T-shirt during their birthday sale on Augustst, but I've been trying to check the delivery status for over a week now. Last Friday, I was told my order would arrive on Wednesday, but that didn't happen, I was then informed it would arrive today. However, today, I called again to check on my delivery, only to be informed that my item is out of stock. They never called me to provide this update. I’m frustrated that my order was taken without notifying me of its availability. They mentioned they would process a refund, but I haven’t received any follow-up, despite reaching out multiple times. The customer service has been lacking, and this experience has left me quite upset. Very disappointed!!!"
